Screen Name,Follower Count,Total Tweets,Type
ajreeves,1382,148,Celebrity
Lab_1500,3041,2447,Celebrity
WASHUVolleyball,543,1044,Expert
slso,37302,9789,Celebrity
STLScienceCtr,24640,8943,Celebrity
timeshighered,289375,100893,Celebrity
sjmalter,657,1735,Expert
csdwustl,944,1882,Expert
wildrob12,274,215,Expert
InnovateSTL,2281,1649,Celebrity
insidehighered,233598,31268,Celebrity
mohistorymuseum,25074,10965,Celebrity
womeninhighered,41372,13706,Celebrity
WUSTLSPB,806,630,Expert
mobotgarden,46199,10995,Celebrity
WUSTLJobs,299,151,Expert
wustl_pt,2060,1910,Celebrity
AAUniversities,13312,14272,Celebrity
stlzoo,82075,4754,Celebrity
instagram,36463252,12573,Celebrity
VineCreators,14269109,3660,Celebrity
Cardinals,1230394,65312,Celebrity
SJGivensSTL,595,952,Expert
neilmrichards,2357,1533,Celebrity
pulitzerarts,16318,4804,Celebrity
wustlCPC,78,31,Layman
WashULaw,2182,7261,Celebrity
WUSTLpacs,828,1252,Expert
WUSTLSIS,831,1840,Expert
WashUsummer,514,769,Expert
WashUBasketball,1426,1879,Celebrity
BillGates,47844224,3140,Celebrity
kadesoto,1273,11199,Celebrity
SitemanCenter,13650,4165,Celebrity
TED_TALKS,694536,2667,Celebrity
wustlsummerexp,249,1297,Expert
Twitter,56523910,11332,Celebrity
WUSTLPostdoc,1048,2299,Celebrity
TEDTalks,11293735,33608,Celebrity
WUSTLoiss,843,770,Expert
AP,13466597,248873,Celebrity
rlippmann,9952,35837,Celebrity
NoraNora4100,1215,2237,Celebrity
ABI_WashU,9,0,Layman
ForestPark4Ever,8631,7880,Celebrity
stlbizesherberg,7567,7437,Celebrity
TweetsbyCYM,749,1687,Expert
TheNineNetwork,20002,24157,Celebrity
WUSTLDUC,73,5,Layman
dianekeaggy,1788,3064,Celebrity
HuffPostBooks,290798,35732,Celebrity
RisaZw,197,31,Expert
missioncontinue,19947,8826,Celebrity
EasternRAC,41,271,Layman
StlArtMuseum,27256,5290,Celebrity
WashUCurling,176,69,Expert
holdenWU,7686,4684,Celebrity
WUSTLArtSci,2467,7545,Celebrity
SkandalarisCtr,2966,3440,Celebrity
WashULaw_online,1632,394,Celebrity
ProfWrightonWU,4490,1511,Celebrity
WUGetInvolved,578,1356,Expert
studlife,5972,9145,Celebrity
WUSTL_thinks,546,1895,Expert
DIFFSATWUSTL,40,12,Layman
CGIU,60848,4655,Celebrity
WUSTL_English,267,461,Expert
WUFYC,970,1388,Expert
WUSTLOT,795,933,Expert
SamFoxSchool,2351,9808,Celebrity
WashUAlumni,2576,4625,Celebrity
BioSTL,4939,3128,Celebrity
WUSTLbusiness,4235,6315,Celebrity
WUSTLSustain,1283,1296,Celebrity
wustlsts,472,551,Expert
quadranglewashu,125,135,Expert
washuSWI,204,305,Expert
CAIT_WUSTL,186,211,Expert
WUBrookings,156,135,Expert
WUSTLnews,9323,12188,Celebrity
WUSTLdining,668,810,Expert
EdisonTheatre,619,376,Expert
WUSTLGephardt,1228,1507,Celebrity
WUADRC,523,1758,Expert
washu_su,1840,1390,Celebrity
YourDiseaseRisk,831,3440,Expert
WASHUBears,5963,21640,Celebrity
WUSTLlibraries,1775,4026,Celebrity
WUSTLdigital,462,97,Expert
BrownSchool,4326,2846,Celebrity
WUSTLmed,15030,7924,Celebrity
WUSTLq,191,21,Expert
WUSTLcso,806,199,Expert
WASHUmSoccer,590,3388,Expert
kemperartmuseum,46020,3767,Celebrity
WashUengineers,4912,7351,Celebrity
WUSTLcareers,3782,2275,Celebrity
WUSTLucollege,2186,2032,Celebrity
