Screen Name,Follower Count,Total Tweets,Type
jamestaylor0431,33,91,Layman
dwowwkapoww,193,387,Expert
amyshelton373,163,213,Expert
ousmanediangan1,0,0,Layman
RachelC08307017,57,2070,Layman
SxqUYCAQnG1DG25,0,3,Layman
xo_marjoriee,16,37,Layman
lasvegas2870,2,11,Layman
magick_potato,51,1533,Layman
MoussaSankhanou,58,174,Layman
GuangxiaoSong,8,9,Layman
ConScoufis5,161,10,Expert
theheidifeed,557,13850,Expert
dhimaninfotech,91,3454,Layman
chrisfreddy59,6,1,Layman
Zach_Opengart,212,581,Expert
vahausgroup,163,398,Expert
islakaine,95,2392,Layman
zkdyer,661,5300,Expert
Kahl22D,2,0,Layman
yteh,48,5,Layman
leslieannramey,286,1351,Expert
a_nish1,11,13,Layman
ClubZStLouis,7,199,Layman
LnXPNDcaiI1p5zl,61,15160,Layman
shfun2784,55,361,Layman
JAllenSJones,3317,920,Celebrity
kevin_davet,489,478,Expert
dreitong,21,120,Layman
RasmussenC1s2r3,294,453,Expert
HEYYYYKP,20849,23954,Celebrity
WUSTLProSPER,38,25,Layman
andy_bridgeman,41,106,Layman
RadhaVishnubho1,10,2,Layman
McCoyIVLab,30,12,Layman
TimYu31950,0,0,Layman
nachomininio,705,879,Expert
GoWithTheCL0E,98,26,Layman
LEOWERLEO,842,6637,Expert
KB4M4E4G,63,35,Layman
elliemoreland26,14,4,Layman
TheRedNedness,44,183,Layman
Felicit23785418,97,574,Layman
fdd24d31e1a44ec,0,3,Layman
Publius42447598,8,154,Layman
JustGXY,1,1,Layman
coiderojas,11,156,Layman
coach_felder,62,42,Layman
WoodsEamonn,27,14,Layman
beszi_,11,4,Layman
hdernity,1401,3708,Celebrity
Ser1Conservador,221,2793,Expert
Gina_Lewin,253,246,Expert
KateStachurski,8,12,Layman
andybehrens,64135,53106,Celebrity
Mahroo_b,1,1,Layman
FundingEasily,296,488,Expert
proudmom_allsix,44,204,Layman
157Enterprises,73,140,Layman
fscmel,11,232,Layman
FaheemASolangi,0,0,Layman
ColletteLavigne,58,18,Layman
elizabethdkatz,1402,1940,Celebrity
biglogdog_gene,529,767,Expert
BBoundariesWU,138,168,Expert
plazasmalagon1,462,1115,Expert
annebeach8,13,182,Layman
Garysimba,4,15,Layman
yazmin1741,80,0,Layman
AnnieZh67309051,1,0,Layman
MattAtehortua,248,427,Expert
athinaahmed1,97,478,Layman
FuSCA87640682,287,145,Expert
OtengMontshiti,877,820,Expert
isagonzzzz,3,5,Layman
ExecHunterSTL,55,980,Layman
noahrochlin,88,43,Layman
GlobalDreamer1,30,28889,Layman
JeffHoodStL,60,100,Layman
gingi1313aolco1,1,1,Layman
Solomon64692315,624,447,Expert
Inergysystem,968,413,Expert
manojkumarjnu,536,1779,Expert
JoLiaChristina,242,2320,Expert
tutterback,119,228,Expert
SaraSandersPhD,68,16,Layman
alliecat614,4,3,Layman
GENINews,5645,5209,Celebrity
mbr3221,0,3,Layman
Claire29630447,0,0,Layman
Hermanfamily,1,0,Layman
LMikayla2,8,32,Layman
nationaljournal,131125,86269,Celebrity
rdgusa,989,2200,Expert
JavadYusif,45,10,Layman
Blackpepper64,134,425,Expert
TheCrowdIdeas,64,133,Layman
llguy27,259,1235,Expert
Bashar7706,1,3,Layman
Doris87398829,0,0,Layman
SilvermanNeal,403,201,Expert
samm_jiri,95,3,Layman
DanniellaTeia,1002,96,Celebrity
KatelynnDavis8,265,2473,Expert
DS_DoreenSch,12,0,Layman
StratmanLab,410,142,Expert
AAEyler,132,73,Expert
RegiRaineri,316,3347,Expert
Torres01605890,3,4,Layman
cliffordkomd,1367,52,Celebrity
mjoco,4,454,Layman
msperez_guevara,440,2200,Expert
KareemAzab,10,8,Layman
ShelbyGreenwoo9,45,92,Layman
YVachez,49,11,Layman
BethGartin,0,0,Layman
samueltlevy,9,0,Layman
Zachary82130416,1,8,Layman
GPrabaha,57,45,Layman
terry_schettino,1,2,Layman
JeanieCStein,415,3772,Expert
ironwill820,33,11,Layman
ntsk256,322,469,Expert
Soleil2020_,11,31,Layman
MohitHarshMD,196,85,Expert
Oldman95329816,3,1,Layman
beccatheewrecka,184,4643,Expert
nicole_leers,64,19,Layman
Weslsy233,53,7,Layman
mariahh_papaya,104,247,Expert
Sam_Ba_,119,4020,Expert
NEGoldRoberts,325,1070,Expert
jadenlanza,85,355,Layman
juunnleee,67,19,Layman
oahaegt,4,32,Layman
nfuce21,3710,4015,Celebrity
NeelAligave,136,1578,Expert
ambitious_14,2969,52909,Celebrity
FundingMethods,18,188,Layman
jenniroig1,15,4,Layman
az505_,100,531,Expert
Petergehy,17,7,Layman
mdcarnage,55,3362,Layman
caseylee0924,80,54,Layman
BennettHoshaw,117,24,Expert
uncdss,163,745,Expert
IanZ08291275,3,107,Layman
katewbatten,72,116,Layman
robpatchen,32,478,Layman
XIAOHui07327477,3,5,Layman
ethanglazar,98,82,Layman
hfalet,423,5772,Expert
jennilord3,4,6,Layman
StrongSuitMedia,78,1329,Layman
ShannanRedden,62,122,Layman
TheShortDrJ,2,1,Layman
CollinceOtunga,651,4193,Expert
tbatten1,1950,2060,Celebrity
DelucaJosh,82,338,Layman
VinceTsai1,0,0,Layman
ouchitsai,1,8,Layman
TillmanLeslie,3,28,Layman
Daniellehazan29,202,300,Expert
lollygoonie,92,280,Layman
Atrabitz,244,525,Expert
sydneyessler,311,353,Expert
BwayCarly,218,3282,Expert
StlEsprit16U,61,175,Layman
AgAuPhotography,21,45,Layman
jAyCaSt87,165,766,Expert
SGojump,0,1,Layman
PahlWes,65,39,Layman
jordanneeley01,42,82,Layman
APaulsen1,827,5474,Expert
joshepstein_,5,7,Layman
jtclark631,279,162,Expert
mallikachopra,30696,8082,Celebrity
wrmas22,188,624,Expert
lea_toledano,91,46,Layman
funkefred,1354,1500,Celebrity
ParrishPotts,1,18,Layman
Debsrg3,9,15,Layman
JoshTurnerSTL,44,717,Layman
Evolutionfitstl,99,240,Layman
SasinGudipati,17,2,Layman
CaseyBorkowski,26,95,Layman
UofUDMRC,557,1372,Expert
UBARectorado,4750,128,Celebrity
aniket_the_one,10,3,Layman
CuriousHabesha,297,1777,Expert
AIA_Advocacy,6828,5059,Celebrity
ClaytonCea,1,4,Layman
AgencyBowersox,12,11,Layman
AlexJi2001,0,0,Layman
Study2Stand,82,17,Layman
kimmyjay75,13,5,Layman
HongTT_V,11,0,Layman
13rainDead,12,70,Layman
ripcollins2,12,0,Layman
Elliott0418,0,6,Layman
onurozkan51,51,885,Layman
robinpangyiming,0,0,Layman
lukebjansen,872,9215,Expert
A7med357,0,21,Layman
WatchCampus,4,2,Layman
BowserVPSA,681,12613,Expert
Arcel68133546,25,662,Layman
KATECM325,14,10,Layman
HealthyMindLab,34,97,Layman
AlexandraRimer,1,0,Layman
hwyphotographer,15,0,Layman
VillaTevin,10,0,Layman
STRAWBERRY3738,23,16,Layman
KJH_collection,3,68,Layman
Day4Fam,2,0,Layman
IndyGill69,42,169,Layman
ksilvergold,3,1,Layman
taenesol,107,18757,Expert
LaurenTuethSPT,82,63,Layman
Rocky15366264,11,4,Layman
choejambers,4,62,Layman
crappygoalie,153,5968,Expert
JoeyBsConcord1,131,393,Expert
CenterStreet86,444,4919,Expert
Harrison_Tanaka,1,0,Layman
all_clayton,751,1296,Expert
JaiRudra4,46,27,Layman
CooperRowanMedJ,99,10,Layman
cySantaren,6,1,Layman
ajnjsj,0,2,Layman
sarwate_mrinal,192,481,Expert
stan_sipple,137,6298,Expert
JeronNewson,338,58,Expert
dt9074,10,12,Layman
TStephens72,349,829,Expert
jaimelee31,1,0,Layman
radykm,139,127,Expert
TheBrainyPenny,63,15,Layman
jglennon14,85,421,Layman
MartianManish,231,11313,Expert
RayLee92243263,0,0,Layman
raymondanaane,18,17,Layman
871243721Jason,5,32,Layman
KatPopWat2,243,586,Expert
fardachaes,492,19753,Expert
yasarscaliskan,49,12,Layman
ThePerfectRT,45,19,Layman
bubblegumisbad,40,65,Layman
Khaledovic1127,59,3960,Layman
mypipizza,119,378,Expert
AliceCh56313255,1,0,Layman
acrawford0669,18,3,Layman
dkelchh3,207,250,Expert
chenhanjiao1990,0,2,Layman
PengqiuM,0,3,Layman
LisaPageWrites,50,7,Layman
MargieFranz,0,0,Layman
Xiaojian_Xu,19,5,Layman
RAWAN092,463,3854,Expert
le_chang,310,72,Expert
sewrun4,64,21,Layman
delgado_rojelio,117,15061,Expert
KittyC1983,166,225,Expert
GogglesBLBL,5,1,Layman
AboutADHDSTL,4524,355,Celebrity
zoeegallagher,21,20,Layman
SilverSilvers,4,3,Layman
rithvikramesh6,1,0,Layman
mamabooch1,822,25110,Expert
CPREresearch,4072,3609,Celebrity
NeilFlochMD,131118,55759,Celebrity
grace_dekoker,54,126,Layman
laurenmpatrick,46,10,Layman
findingwhatyou1,1024,67055,Celebrity
keithhbarker,58,308,Layman
southpaw713,57,41796,Layman
Fimbrion,76,18,Layman
BrookeHailey9,4,0,Layman
GreatDe50738351,143,1210,Expert
JinyangWang6,0,0,Layman
eibroscheva,1190,3406,Celebrity
dreesadam,40,91,Layman
Rinna_Setiaa,23,130,Layman
LaneyJones14,72,184,Layman
NehalELSaeed,559,10535,Expert
feminist505,10,96,Layman
leahsandman,18,127,Layman
Evanna233,37,135,Layman
ReimagineStl,776,93,Expert
jjospinad,1445,23804,Celebrity
MrsCoachFrady,208,958,Expert
ccrugom,363,543,Expert
mahi032,234,2760,Expert
JaguarBRACE,145,613,Expert
nason_jacob,6,1,Layman
leelevine,141,487,Expert
bcorley97,298,1507,Expert
amy_leers,4,0,Layman
kittenkorral,9,149,Layman
sugarpaw1709,45,324,Layman
Buddie30918124,21,229,Layman
ChewyApril76,506,371,Expert
gracesvill,302,3699,Expert
perrywa40322812,99,2023,Layman
AndreStevens5,76,6,Layman
Federic99537571,96,8,Layman
lynlybe,9,7,Layman
h_wendland,20,4,Layman
paws_st,17,4,Layman
TonkWord,54,94,Layman
McKenziesJewels,217,2765,Expert
Carsonroper12,108,29,Expert
DanielaVaron,13,5,Layman
VuMediNeuro,157,120,Expert
ResistXIIXVXIX,3326,129939,Celebrity
yagitheyogi,32,33,Layman
usnp2002,59,188,Layman
jilltravell,7,1,Layman
IsawumiAbiola,185,401,Expert
SamanthaP_Jones,1183,2416,Celebrity
charlieskurie,111,4,Expert
ScottRoberts,18255,373,Celebrity
Verificient,318,688,Expert
William_Mair,3044,865,Celebrity
Dr_MehulMakwana,335,160,Expert
inzunza_arzate,28,46,Layman
JWHarrisCatal,232,150,Expert
bd3222,4,385,Layman
johnnymik1980,5,36,Layman
saleem_hanjra,20,3,Layman
Scarlettoobin,240,2904,Expert
lesaSTL,788,389,Expert
p_terraf,42,26,Layman
m_dollinger,18,16,Layman
spencionary,3,17,Layman
Danjing6,1,3,Layman
roderickmills,1765,5458,Celebrity
jewellandreggie,14,19,Layman
real_goobird,31,1877,Layman
TrySwipeSum,168,241,Expert
jimmythemitz,53,192,Layman
AkinsDrewj,156,33,Expert
Wang_li_qiang,2,36,Layman
bethdmanners,21,160,Layman
frick_connor,6,0,Layman
hsun94,26,7,Layman
DerekDensel,19,5,Layman
AjoyZutshi,3,1,Layman
kottel9,4,5,Layman
JackieSingle,1721,5752,Celebrity
brianalee2312,211,370,Expert
ValuationSTL,3464,556,Celebrity
RaghedAT,0,1,Layman
Lamar1Meh,262,197,Expert
MichaelGeistler,65,99,Layman
ConlonJeanne,5,7,Layman
JakeVarney02,493,214,Expert
Educate_Coach,223,162,Expert
VVarlsB,275,2162,Expert
mirianjurgilas,679,29,Expert
mhurley1200,1,3,Layman
WriterOlive,2,9,Layman
TMSkergan,216,20,Expert
gatewaypowered,966,651,Expert
Yuwen78586908,5,0,Layman
MungenastLexus,937,2201,Expert
evacyte,32,0,Layman
RamziAlghanmi,80,1449,Layman
producer_peggy,1334,4762,Celebrity
HosannaUnivers2,66,16,Layman
JiaweiZhao_98,1,2,Layman
ConoverKate,18,112,Layman
amandakravitzz,2,0,Layman
dianejoekea,894,2040,Expert
S_Haroutounian,206,354,Expert
hmsugarman,18,51,Layman
Ollietheiggy,0,2,Layman
abbysmith02,158,227,Expert
RTD999333,66,138,Layman
manuriveramd,88,91,Layman
MomBoss331,5,1,Layman
FindSTLJobs,92,382,Layman
TeeWill06,2064,9208,Celebrity
shekhuansar,13,5,Layman
bu3ooo,2612,24890,Celebrity
WeIngrams,156,247,Expert
wuchao02249883,19,25,Layman
iaiablee,77,369,Layman
washgreer,205,723,Expert
DebbieAminiAOTA,968,326,Expert
msccust,1130,40451,Celebrity
emily_prins,580,10628,Expert
Lulu28459461,109,573,Expert
jonestarac,20,420,Layman
uacce,913,812,Expert
Laneylune,87,1124,Layman
Schieferle,199,590,Expert
Liz81070735,3,8,Layman
SonyaAnaya,214,1265,Expert
Nirjona17,80,5020,Layman
cuixiaoni,3,2,Layman
imDevJohnson,326,286,Expert
DoctorRinny,54,8,Layman
Zerr_Chris,147,613,Expert
JonathanRuno,4,9,Layman
kathy7n,4,14,Layman
Happy_Agnostic,2389,32382,Celebrity
mgupte1,1,0,Layman
MustafaTameez,21188,7435,Celebrity
MaMichelle11,7,4,Layman
isaactkam,688,9726,Expert
AsadSami17,8,1,Layman
BouzaffaDjalal,29,47,Layman
GusGeorgopoulos,331,6888,Expert
24thWardSTL,374,43,Expert
harmonyinfotech,1020,1664,Celebrity
Jony80305547,27,30,Layman
FforFanta,184,1744,Expert
ebbnflowz,109,2031,Expert
LouisBluis,408,337,Expert
cafehaussitzer,6236,16473,Celebrity
RyanQuayleCo,46,11,Layman
Namenode5,27741,36471,Celebrity
katherTEN,85,21,Layman
EZ66139398,0,40,Layman
TrishaGrewal,14,3,Layman
uyildiz,91,1381,Layman
247accessible,513,1039,Expert
dorajfacundo,522,16425,Expert
_YasserKhan,138,235,Expert
JustinPerryPhD,602,248,Expert
aidan_stur19,9,6,Layman
VinceFasanello,16,3,Layman
co_fdt,55,80,Layman
SelfCareAlliSTL,13,75,Layman
RheaplyInc,788,329,Expert
julieaoconnor6,3,1,Layman
STLCityRecycles,1234,2801,Celebrity
polyphonyfilmco,11,8,Layman
tiabroad1,291,978,Expert
julie_sinner,6,35,Layman
Hafeezu08560402,168,890,Expert
AnnaVDonovan,16,5,Layman
kaypea715,218,10048,Expert
louisyo49280584,29,354,Layman
Nichola85238507,0,1,Layman
spusa8,96,501,Layman
spooderace,25,140,Layman
zafariqbal_iub,39,523,Layman
DrLarryBKeating,302,16631,Expert
MariaRedRules,1,14,Layman
phillip76s,0,0,Layman
MrJayStephens,9,1,Layman
VASTLResearch,144,133,Expert
CreveCoeurDDS,7,78,Layman
WashUTyson,74,24,Layman
CFreemanTeach,73,199,Layman
UoNHRLC,6180,3406,Celebrity
GregBBrandon,2046,10699,Celebrity
ColleeninMn,7,32,Layman
AmIFree2GoNow,16,4,Layman
ikut4you,593,1652,Expert
BoricuaBilingue,38,45,Layman
mary_dowling,13,56,Layman
MKSwansonLPGA,132,212,Expert
dbsaempowerment,24,68,Layman
ShekSmily,24,2,Layman
fitgirlnaples,2348,24953,Celebrity
l_lpmelling,1049,1001,Celebrity
sudhans66860657,81,167,Layman
Tinuolaa00,322,982,Expert
IArtedTodaySTL,33,42,Layman
golazab,63,403,Layman
austinwb89,10,4,Layman
Dakotah_Poet,132,1086,Expert
TiffanyLikesHug,18,41,Layman
AllytheNerd1,0,4,Layman
Rcov588,14,953,Layman
kellycoxbilek,125,3309,Expert
vengok,287,373,Expert
FyrFytrChick83,460,1494,Expert
JuliaLorence4,76,42,Layman
lnunezmieses,317,4206,Expert
AssessorStL,372,112,Expert
mitchisright,3,458,Layman
DocLeaders,9,9,Layman
JimHumdingding,9,169,Layman
ElovitzBenjamin,114,12,Expert
ride4tone,234,8793,Expert
CienciaDelCope,28137,7176,Celebrity
dgranet,125,209,Expert
roadlesswarrior,0,0,Layman
halfesha,830,30659,Expert
FellerLisa,7,30,Layman
KolBcheese,26,788,Layman
yogertlizard,71,34875,Layman
Egiardeswardana,48,153,Layman
MattMGarcia,263,2630,Expert
AMG100393,91,61,Layman
JWeaver_Alestle,65,701,Layman
ryanwamser,259,1049,Expert
SummerSkie93,123,1962,Expert
DefiantSeraphX,85,1295,Layman
Velveeta_Riot,97,806,Layman
GAPeaches08,293,7918,Expert
greenejem94,41,74,Layman
ccwalsh19,173,2159,Expert
PitieAlain,21,37,Layman
SkySailAway,13,191,Layman
Imhoff03,203,1442,Expert
susu91364858,3,0,Layman
boersigl,71,188,Layman
DRFrales,264,103,Expert
runningARENDS,307,3261,Expert
VyktoriaG,6,0,Layman
FOXMD,118,460,Expert
Prof_McLaughlin,466,2075,Expert
Jennrod00,130,1446,Expert
Bbussard13,21,10,Layman
babyshamu123,1,473,Layman
throttlenet,1742,1836,Celebrity
lpharpold,124,2152,Expert
arw916,151,736,Expert
emilyhzyh,112,176,Expert
mediumsean_,332,962,Expert
stijnloncke,60,130,Layman
PresleyZach,219,4,Expert
ZRZRV5,34,810,Layman
Tyebush75,121,803,Expert
meghnasahoo,271,193,Expert
JoeBearSlim,7,177,Layman
MarygroveKids,485,1587,Expert
astro_roamer,74,103,Layman
samsonpp,872,1560,Expert
DonorScape,1127,712,Celebrity
NiaGriffith42,26,868,Layman
uscnursing2008,521,9408,Expert
ashley_mashie,15,131,Layman
JackieSchlarman,16,32,Layman
MoveByBJC,48,188,Layman
mpiazza1fan,43,120,Layman
jjsteinberg,576,16138,Expert
michaelsafyan,562,16194,Expert
JLCaballero,1791,5369,Celebrity
AllisonSaviano,2,9,Layman
degala_mary,1,0,Layman
asia_maee,257,16199,Expert
ahtaisi,62,226,Layman
EmilioRGalvan,176,4931,Expert
Sempdeb,9,4,Layman
vangalenlab,687,284,Expert
jasonj_zhuang,4,7,Layman
YiYang93739435,5,5,Layman
paul_webdev,35,45,Layman
FratesiIvy,195,323,Expert
lisakthorp,553,4615,Expert
getqbench,610,873,Expert
floridastealth,1094,2141,Celebrity
JeremyKono,4,0,Layman
hantangrem,5,347,Layman
caonimaccp,20,73,Layman
kingsquest88,93,1799,Layman
Bob_Mayo,356,5833,Expert
MoreheadAlex,147,221,Expert
Kurt34600427,219,39,Expert
allie_sopp,52,85,Layman
balderrabano_6,618,7197,Expert
lauraEsimon,198,1119,Expert
thunderjones30,357,1407,Expert
butthead314,601,2781,Expert
StaceyBayer11,4,1,Layman
dparker_28,12,17,Layman
i_bruno,289,626,Expert
DavidArenas777,156,209,Expert
AndreaToni2123,50,77,Layman
mommadukes561,66,414,Layman
mfeller17,42,292,Layman
LexKravitz,1171,863,Celebrity
CarlyPeitzmeyer,11,63,Layman
TrevorADavisMD,9,6,Layman
westleyohman,1147,258,Celebrity
gemeng,27,7,Layman
SamirSureshbabu,3,35,Layman
jkh9201841965,11,26,Layman
Hwk_0000,81,19,Layman
DrCherylWink,39,11,Layman
heartdocspeaks,31,19,Layman
LenaETrager,406,297,Expert
FinkHopey,3,0,Layman
AnyaMody,4,15,Layman
airmodus,608,995,Expert
Merilee_H,2,484,Layman
EmilyMWasserman,490,7860,Expert
PatrickSPhelan,127,223,Expert
Laife_Alan_Fulk,140,2960,Expert
KarenMracek,2036,14415,Celebrity
OmegaATC,1511,836,Celebrity
katie_cannady,15,32,Layman
AnaclaraBob,688,1255,Expert
chasebryer1,19,7,Layman
IgorFree22face,8,12,Layman
design_ems,350,83,Expert
glittergirlkris,72,12197,Layman
payrollstlouis,462,390,Expert
dr_smith_am,8,3,Layman
PGirl172,65,315,Layman
StaciHill22,178,996,Expert
CGostomski,1196,540,Celebrity
cassieglaze,22,0,Layman
omenrobot12,146,1529,Expert
IAFSciences,42,243,Layman
cburyboyssoccer,127,449,Expert
Lisa81155531,0,0,Layman
jsteiny18,348,1583,Expert
Dani_Lacey,561,11747,Expert
berger_elliot,124,16,Expert
maryorichardson,18,0,Layman
Seamus_McD_STL,33,4,Layman
bigsisv28,51,1644,Layman
BarazaOrinda,224,330,Expert
Insomnia2669,0,0,Layman
bredeson_scott,10,38,Layman
AnthonyBasta1,3,0,Layman
tanvipuri_,138,117,Expert
heather_hotz,1,2,Layman
SulimanMorad,139,449,Expert
CentaurScience,11,20,Layman
AlexisLRossi1,244,770,Expert
stltiffiny,90,340,Layman
BrideOfRocKnRol,14705,18094,Celebrity
IWAscience,123,462,Expert
jmdvinodjmd,388,379,Expert
yemengshan,0,0,Layman
RevKiran,202,8349,Expert
HumbleWordSmith,124,1850,Expert
freedom45K,113,8118,Expert
HouseCallsPT,152,211,Expert
kendall_the_don,199,2343,Expert
Mel__Belle,236,1060,Expert
WashUFuse,248,147,Expert
doumbe1972,45,601,Layman
MBA_Reviews,2793,159,Celebrity
soslpipeband,101,23,Expert
EmmaHoggTV,2270,6569,Celebrity
carlissc,7902,8741,Celebrity
wintersean2003,19,287,Layman
RajpalHemangi,0,0,Layman
ReedReedmatth,35,95,Layman
Carolyn59824839,184,122,Expert
JedLin16,0,0,Layman
PT_fumagalli,130,360,Expert
DZerach,138,20150,Expert
TrevinMayabb,58,1349,Layman
JJ_Chav,20,38,Layman
ChiraqHussle,294,687,Expert
inyourprimestl,67,84,Layman
maddytweets13,44,74,Layman
HELIODE58534906,24,0,Layman
karlwon97100805,36,195,Layman
kenniecrh,3,26,Layman
Annaschoenfeld2,7,0,Layman
2784sf,12,48,Layman
HeatherSveum,9,28,Layman
ChevyBoy666s,1,0,Layman
CraigHeimburger,33,19,Layman
_GroovyDre,559,23012,Expert
DASY_Japan,156,465,Expert
adarsh_jagadish,3,0,Layman
SQtn7k8dimGGaGI,0,0,Layman
CoachH1015,89,2157,Layman
Clearly_Global,304,436,Expert
AnnThomas824,3,6,Layman
amsalim90,13,175,Layman
steinb21,14,0,Layman
Nayeem49219740,25,46,Layman
tspaulding73,677,1445,Expert
ChristynAbaray,253,4042,Expert
JohnClayStites,211,1073,Expert
ClaytonStudios,69,490,Layman
rhscco,266,690,Expert
nan4always,25,776,Layman
amberyangyss1,5,5,Layman
EmmanuelAntwiAd,17,60,Layman
jsivali,176,5454,Expert
Phyllis17854921,0,0,Layman
Miss_Pooh22,480,7703,Expert
mecolinp,507,9738,Expert
DKahl22,14,6,Layman
demon1ck1tty,1,0,Layman
maximilianojc,99,7772,Layman
Jackyfang1983,15,0,Layman
cobrie5,26,19,Layman
HollySprow,0,0,Layman
MABL42,9,26,Layman
Mynameisavni,205,1648,Expert
amgrospitch,7,2,Layman
SpraggsHughes,7,1,Layman
LAhuangao,11,661,Layman
jandainks,21,21,Layman
GrandFlats,37,48,Layman
hazel_sfr,15,8,Layman
EbooksJournals,8,33,Layman
mattgmking1,1580,1409,Celebrity
WashUChief,68,92,Layman
ChadSim14922720,140,49,Expert
mack_di,2,4,Layman
bocamattro,69,1052,Layman
acshankar,28,103,Layman
morgcum123,0,0,Layman
GraceFuLphJX,0,9,Layman
PredictPrevent,178,321,Expert
interstride,42,986,Layman
PaolinaPalma,371,285,Expert
oureduversity,44,2,Layman
AustinStuart16,7,2,Layman
Brenda42831949,59,33,Layman
THE_First_AD,131,65,Expert
CarrieF00429982,240,250,Expert
GT720GMC,16,269,Layman
kriegro70,175,2943,Expert
201631734qqcom,373,27,Expert
sheehanja69,859,2702,Expert
novaknicoleL,166,88,Expert
sgude0613,1,0,Layman
JIMSHY1,38,288,Layman
Debras_2cents,34,69,Layman
toyalpage,29,2686,Layman
Mathur_Aakriti,345,1549,Expert
ResearchDigest,86802,19102,Celebrity
AlisonGreenlaw,116,199,Expert
bauerbach95,60,4,Layman
Jaria39184475,0,0,Layman
SheilaKunkel,34,15,Layman
ewb_slu,14,10,Layman
dirkshaw__12,64,19,Layman
roughrideravid,254,566,Expert
izzycoddington,139,96,Expert
SLIPWorks,29,3,Layman
KuyaLuca,15,78,Layman
RTreiman,142,56,Expert
JoshMandl,47,43,Layman
androtran,41,104,Layman
VoakesK,19,1,Layman
murskins,0,55,Layman
amii_l14,0,1,Layman
Lsmt0922,29,164,Layman
kaheeamedi,29,10,Layman
mariamportia95,84,5,Layman
HuiQiu4,0,0,Layman
ManojDahal,50820,7846,Celebrity
OwenTrimmier,20,19,Layman
AhmadMh35968185,254,18,Expert
natalie_agnew02,2,1,Layman
Tigerli24783478,0,0,Layman
mmx_travel,106,136,Expert
KFGoz,69,1399,Layman
Ana_A_Garcia,36,397,Layman
bySpeedBump,398,713,Expert
jonyoky25,28,235,Layman
HPSProcess,1217,344,Celebrity
MOWaterkeeper,57,31,Layman
FoodSafetySTL,187,1807,Expert
kaustavsinha10,567,1027,Expert
srbeth2,62,231,Layman
carolin08379026,1,0,Layman
jackouyang8,5,1,Layman
Melanie_Ave,135,37,Expert
dave_verhulst,74,273,Layman
MomoPfaff,97,380,Layman
justin_j_miller,15,0,Layman
HenriKAMBULU,77,15,Layman
DemandCures,4584,10503,Celebrity
marianammpr7,21,8597,Layman
linus90317934,2,0,Layman
MorganJKaminski,33,11,Layman
TSTraining,925,1638,Expert
iris_seto,36,44,Layman
jbee_a,1007,111,Celebrity
ARedCircleNP,224,1808,Expert
Luis29766068,0,26,Layman
suemitchellcole,15,20,Layman
claytonhanley,93,431,Layman
Bishop2Q,65,16,Layman
First4V,112,43,Expert
AurelioTricoli,136,2173,Expert
ChancellorA95,179,1798,Expert
j_ritchie13,498,816,Expert
gianni_ribeiro,512,1894,Expert
Real_yongkang,1,2,Layman
emcnamara27,4,0,Layman
graybarrett,236,250,Expert
LauraMarks5,745,652,Expert
NikTranZ99,9,369,Layman
NoraSuper1,2352,1418,Celebrity
Orgonormie,481,7985,Expert
usegtours,320,354,Expert
JimStutz,20,131,Layman
gathering_now,1499,4424,Celebrity
moh_kader_mahmo,54,1617,Layman
floatingstl,1253,2176,Celebrity
FaiolaLabUCI,2409,1878,Celebrity
DickRichard66,4,2,Layman
Hansy71067373,2,0,Layman
sunnydayk_k,55,73,Layman
PHSUStLouis,26,73,Layman
ColvettJackson,42,4,Layman
aomintz,20,15,Layman
westpinelofts,141,2682,Expert
AnnMerkle,54,46,Layman
RR_24601,5,15,Layman
dufftree,26,106,Layman
JMColegg1988,537,20748,Expert
JaundiceNeo,15,1,Layman
wen_violet,1,0,Layman
xxd55562956,1,0,Layman
drew_lohmar,133,82,Expert
NidhinravalN,441,103,Expert
shuihong_zhou,1,19,Layman
Juan_J_Ferreira,9,8,Layman
jowgadc,27,16,Layman
kaidi_wu,1026,743,Celebrity
MathLab_STL,21,46,Layman
MelodeaLtd,198,21,Expert
RobHope15,10,60,Layman
CommenterD3,1,21,Layman
Sundeep9510,13,73,Layman
JGB_Burken,615,2520,Expert
AndreYosua20,16,0,Layman
DavidsonLindsay,91,3522,Layman
Jooekingz,96,5,Layman
age_usc,429,252,Expert
Alesia_ceo,49,17,Layman
OakRidgeHS_OCPS,1233,2438,Celebrity
kia_used,326,236,Expert
adt715,40,46,Layman
jennyktechin,2621,5720,Celebrity
Amyloidosisfdn,2411,3522,Celebrity
diversifiedHWC,45,233,Layman
RMorehous,1,0,Layman
TimSpiker,177,82,Expert
AshleeChung9,2,0,Layman
pdx_segovia,224,277,Expert
maxim_artyomov,163,62,Expert
daddypatty420,6,2,Layman
FranklynNnakwue,346,4957,Expert
AndrewR47514138,70,2,Layman
KeriKozeny,116,14,Expert
UlyJenny,30,25,Layman
jakob_bering,33,1,Layman
HoffmannAir,61,93,Layman
NareshaSaligra1,210,133,Expert
hallofacademia,186,690,Expert
mwschmeer,36,159,Layman
jgstobias,497,1506,Expert
tinaliu24166267,2,3,Layman
RiskMBA,644,1549,Expert
Nazir34855335,0,0,Layman
guidosonthehill,23,38,Layman
emcwisecarver,137,517,Expert
eliz_mcknight,61,39,Layman
mlvarctic,8,201,Layman
dalton_kw,21,23,Layman
dr_gregory,166,1015,Expert
