Screen Name,Follower Count,Total Tweets,Type
Mrsj40,33,38,Layman
seanieku,125,1186,Expert
Ally_E_Smith,10,3,Layman
mannyjlg,25,250,Layman
amykate_11,57,2040,Layman
tutyrevuelta,8,0,Layman
ChenYuwustl,4,2,Layman
sarahpaletta,150,2793,Expert
DebraA22,59,34,Layman
akasouthard,16,28,Layman
Kennywilks,116,1,Expert
jaketrey32,114,329,Expert
YxSun1992,4,4,Layman
CDoryLover,27,43,Layman
LindaBank1,4,1,Layman
carol_cdlange,1,3,Layman
karmahealing,212,682,Expert
phillylama1,24,78,Layman
shesode,23,77,Layman
BryanSkene,185,86,Expert
momxyxyxy,11,0,Layman
trinijlo,11,5,Layman
Loggro,134,66,Expert
JWintergalen,47,118,Layman
siriuslysteph,50,1992,Layman
MichelleBarbagl,20,55,Layman
bbunk23,118,3997,Expert
AmmaKate,394,39284,Expert
mpholohan,31,115,Layman
sheneillie318,30,15,Layman
j_knisley,45,55,Layman
lwestermeier,163,1639,Expert
LauraFFrerichs,145,1072,Expert
Amalthea13,74,1013,Layman
lisalillie13,69,93,Layman
afavazza26,19,1,Layman
jesnstevens,293,2596,Expert
vcmitchelljr,9396,31144,Celebrity
wenzhen_zhu,12,101,Layman
LARandant,16,13,Layman
rcjavierII,48,309,Layman
addie1022,201,973,Expert
susanbrubaker,48,11,Layman
williampwilder,209,313,Expert
mma0413,57,65,Layman
George_WL,5,29,Layman
bohoch911,89,471,Layman
kennicollins17,173,3783,Expert
dvpadvisors,111,473,Expert
musikayla,97,2554,Layman
nataliegould14,54,45,Layman
Thomas513,173,748,Expert
amandakoltz,630,496,Expert
SHYandow439,60,217,Layman
DianeJF11,7,0,Layman
akaras1,78,24,Layman
SoFlaBizLawyer,94,102,Layman
melrossbowen,21,6,Layman
Dob_Step,116,4510,Expert
HVaitsblit,143,247,Expert
hotadaaaamn,45,304,Layman
andrewpek,223,535,Expert
ohsoprettyrn_08,389,1101,Expert
TomaszCebrat,21,5,Layman
mexi_swazi1215,32,307,Layman
arugala_jones,12,3,Layman
gigglyotter,64,1157,Layman
RWrenn01,725,15529,Expert
323_847,0,0,Layman
24_architect,1457,46632,Celebrity
pnatenzon,7,2,Layman
juliebackalar,7,104,Layman
CaraCheevers,156,180,Expert
leticiacze,89,687,Layman
LBellKing,25,3,Layman
jamiee_22_,685,1933,Expert
linxuan_yang,2,18,Layman
jlowdy,119,42,Expert
jc_aquinochavez,0,0,Layman
manavijadhav,167,4,Expert
emellkay,227,2828,Expert
yadams60,13,84,Layman
lizfreerose,57,64,Layman
brick152,8,1,Layman
LindaShadakym,1,1,Layman
ilpoliski,3297,2041,Celebrity
lmhcurtis,81,3,Layman
DavidLawMusic,484,947,Expert
deannarflynn,4,28,Layman
BillGoodfriend,63,986,Layman
BijedicDzemal,69,129,Layman
beth_coghlan,594,1224,Expert
defiancewhiskey,762,1743,Expert
4dovesmom,11,4,Layman
A_ho1142,88,280,Layman
Hathjeff,10,0,Layman
davejbenitez,87,746,Layman
justin_coskey,120,189,Expert
ShiraW1,36,3,Layman
SamiSwag,93,635,Layman
lizzie5110,0,3,Layman
lindsay_meador,10,1,Layman
agnus1,18,266,Layman
CJSPiswhoibe,3,0,Layman
betraub,54,919,Layman
EthicsSteve,687,3666,Expert
Muddst1952,1,0,Layman
letsGo2cali,3,1,Layman
janmstokes,118,674,Expert
MadeinSKorea,73,547,Layman
DrMomof4,48,501,Layman
jeuice_box,8,9,Layman
KatieKalahan,32,21,Layman
RoniRaeSchulte,113,2640,Expert
SusanSvrluga,2988,1808,Celebrity
iengsquare,3,93,Layman
BustosAiza,17,30,Layman
RandiHoyt,11,1,Layman
misterdfister,250,2570,Expert
RichCoons,290,599,Expert
deanvernon,4,25,Layman
ChillChauncey,398,883,Expert
TCBullfrog,243,24221,Expert
seeingdandy,7689,97274,Celebrity
mandystlpd,3728,32753,Celebrity
nick_shores,348,25,Expert
missemily5678,53,11,Layman
TeaKamMommy,71,293,Layman
JessDoyle14,116,57,Expert
GlennChristal,9,1,Layman
Merrittschlemm4,10,18,Layman
ToddStrubbe,16,0,Layman
LMWrobley,36,177,Layman
DaniellePaige35,12,15,Layman
aimeeinstl,1329,9983,Celebrity
riality_check,27,5,Layman
katys1n,7,1,Layman
SpenceFarmFound,1145,970,Celebrity
juli_dunn,88,256,Layman
PattyRiemens,87,36,Layman
cmwBREAKERS,22,85,Layman
Owenliziwen,52,1165,Layman
tracxthree16,2,1,Layman
patcontreras,1162,994,Celebrity
fullersr,135,3161,Expert
Jodiehamburg,3,0,Layman
BxxkyHxxg,0,1,Layman
STLScoop,95,2917,Layman
djodaleo10,1,1,Layman
oestricker_lz,14,312,Layman
MrNoobody01,180,2326,Expert
BreSings,191,537,Expert
ShekSTL,141,233,Expert
skigomom,4,1,Layman
PiersonWolff,43,40,Layman
Jlips93,53,86,Layman
HildaMekwa,10,5,Layman
lynde_denise,1,0,Layman
Starwalkr,161,2097,Expert
cassandrab83,6,7,Layman
abandonrules,1660,8031,Celebrity
BridgetonMother,8,96,Layman
SRTkleanup,763,660,Expert
yurkovich,50,196,Layman
kristalyn44,102,293,Expert
sweetjerrypie,16,10,Layman
EliseLMc,145,616,Expert
ChristineA_42,496,9818,Expert
jesspowers_news,3469,17234,Celebrity
empg03,25,254,Layman
jaypschott,10,72,Layman
atpotthoff,214,1331,Expert
bitchagenda,17,112,Layman
ThomasACStout,251,1415,Expert
aangelo87,67,128,Layman
melissahhh1,4,5,Layman
julierubes1,27,1,Layman
CondoandHOALaw,4293,4046,Celebrity
svadaszrandall,8,0,Layman
patricebborders,506,2500,Expert
_justjulie,18,55,Layman
ih8citrusfruits,98,33911,Layman
Phillip33885470,0,2,Layman
wcnlys,3,0,Layman
saraholmesSTL,2068,10769,Celebrity
STLITSolutions,40,404,Layman
meklingensmith,2530,1552,Celebrity
walbrandttech,421,1508,Expert
rmclindsey,2156,1748,Celebrity
motoman114,56,378,Layman
Eneriessah,213,6359,Expert
suzombie,34,177,Layman
jayjay4277,478,13984,Expert
musickna,59,2146,Layman
VictrolaL,8,223,Layman
steve_horst,1,0,Layman
urajsekar,1,1,Layman
imMEGnificent,507,2875,Expert
Mattimaticus,409,4682,Expert
JohNesto,72,83,Layman
Borcherding14,295,587,Expert
KStriler,35,60,Layman
amyferanec,325,564,Expert
JuliaStrait,163,824,Expert
TamraOleva,10,25,Layman
meeesch,540,11447,Expert
c_winkeler,8,0,Layman
elle_james44,27,54,Layman
ScienceMelz,328,10082,Expert
photosav23,20,1,Layman
kathryn_ewing,177,442,Expert
Jane_Caroline,197,1226,Expert
ChrisGloschat,35,416,Layman
Valerie365,65,918,Layman
morriswmz,56,364,Layman
GoosefaJer,21,12,Layman
lfain1,6,10,Layman
oldfriendintown,27,209,Layman
Alhammack5,14,6,Layman
gajones12,86,2650,Layman
themorganjael,1432,24999,Celebrity
_AMReilly,246,1363,Expert
GeorgeSells,3499,6018,Celebrity
AllyMNick,21,44,Layman
bostonea,16,0,Layman
nrstoeckel,27,5,Layman
kvnlargent,416,6486,Expert
MzzzMariah,3632,6236,Celebrity
LisaBrownSTL,7890,6536,Celebrity
asdfleah,301,3461,Expert
CheriLev,789,1567,Expert
ferrites,134,109,Expert
JimGwinner,742,3371,Expert
slsdiva,572,5015,Expert
elloyd_9,359,2546,Expert
AbbyBuckhouse,343,1881,Expert
allicamm,146,1455,Expert
lisaapple02,79,267,Layman
tiffvu12,12,33,Layman
Dwosk_,139,2755,Expert
mark_o_solomon,460,1700,Expert
iam_alanamarie,1198,50844,Celebrity
jwitt9,164,228,Expert
KMOV,119564,134616,Celebrity
nancygbale27,9,2,Layman
bvk428,16,1,Layman
Rebeccarivas,3218,5218,Celebrity
brendaromano,974,257,Expert
BrigidFreese,8,0,Layman
ronigirl273,109,743,Expert
HungryGeek_Shu,19,36,Layman
dr_d_ann,3,49,Layman
MPinMidwest,296,11802,Expert
betsy_betsy,127,1383,Expert
MissJupiter1957,11979,104609,Celebrity
ashleycurtis433,134,445,Expert
MarilynRBrooks,19,68,Layman
mynnekathewoods,496,1805,Expert
edonaldmedia,767,5709,Expert
vote_sea,329,2293,Expert
slynn424,49,368,Layman
kpiedmont,87,292,Layman
BaumannAna,431,1740,Expert
D76,508,345,Expert
SLU_Here4You,131,132,Expert
sherenpen,22,8,Layman
t_belosi,2,61,Layman
focusjoe,148,294,Expert
Broadback99,144,8707,Expert
AmberMorgan1022,3,6,Layman
IAmRaeneisha,461,4315,Expert
jillrios22,85,447,Layman
wvmasters68,8,1,Layman
acitrep,456,81227,Expert
davegwalsh,24,537,Layman
jpmackay99,0,0,Layman
stephstl,99,588,Layman
keelybnana,177,6621,Expert
OtherChrisHayes,156,865,Expert
GoldhammerSue,2,4,Layman
ShannonEckhoff,87,553,Layman
Talia_S_Cohen,809,4377,Expert
andreambates,40,128,Layman
Prioritytact,390,3449,Expert
Aburgess2Amanda,19,200,Layman
SarahOehlerking,17,170,Layman
oeidesign,145,597,Expert
jenns603,30,289,Layman
xinweifyzhang,1,0,Layman
coffee_bg,163,405,Expert
Schaefe78,61,246,Layman
stlcountypd,67377,5784,Celebrity
tlpchitwn622081,1,1,Layman
gurutothemoores,21,1140,Layman
Kieda1010,127,2465,Expert
cjwallgren,42,463,Layman
annajaynemeyer,43,38,Layman
DJKingLR,86,359,Layman
mahlertim,29,1322,Layman
jrgchs2017,6,464,Layman
LaceyMueller12,126,8594,Expert
AshleyMarieLC,30,135,Layman
jedstl,10,37,Layman
broffer,33,5,Layman
aykut_ibrisim,3258,35563,Celebrity
asberk,390,1106,Expert
CaseyNolen,12195,11788,Celebrity
johnsoncaral1,32,1,Layman
brendengraczak,205,1099,Expert
RoyGillespie8,257,3240,Expert
Leipholtz,998,3099,Expert
TheBradRhodes,202,787,Expert
Pinkelmmmkay,151,1405,Expert
TreatDusty,147,440,Expert
jonathan_beard,757,10811,Expert
jfzeng111,2,3,Layman
TheRemiGroup,3046,5840,Celebrity
esusseles,587,117,Expert
FeliciaWilson10,113,44,Expert
1412jello,0,3,Layman
akuhlrock,21,344,Layman
MaryW5555,8,10,Layman
bottom0202,1058,7714,Celebrity
miya_xike,2,0,Layman
EmilY__RyAnnn,321,5179,Expert
SLU_ITS,442,645,Expert
VanierInstitute,5167,17297,Celebrity
renal_TD,80,69,Layman
DerekKnight1,10395,38424,Celebrity
AftrSchoolMttrs,8219,6295,Celebrity
ntrevino96,497,27054,Expert
kun1408,17,59,Layman
Doyle_Country,99,55,Layman
szejc,27,149,Layman
juli66,8,6,Layman
RenegadeSTL,306,139,Expert
LeipzigerMike,1,134,Layman
pamela_riv,128,1162,Expert
studentdoctor,23110,13829,Celebrity
bundystl,126,157,Expert
SagaEducation,489,1194,Expert
N_M_Joseph,517,162,Expert
Seth_Lemon,3697,101,Celebrity
jeweler_al,20,11,Layman
angel_a_i,585,7348,Expert
TexasGraduate,96,212,Layman
janieyyj1,497,358,Expert
lmcfarli,986,1029,Expert
yxhistory,1,0,Layman
LaurenBendesky,75,27,Layman
deborahthurman,69,227,Layman
yumi2happy,30,3,Layman
kruginoff,12,0,Layman
DuaneWescheRPh,108,515,Expert
Brett4445,12,317,Layman
illini1986,14,0,Layman
7milegap,663,4915,Expert
Abrahahaha,310,611,Expert
AGS_BANANA,73,160,Layman
rebelmom67,16,44,Layman
TCI_College4All,669,1655,Expert
samsajib31171,10,2,Layman
THol92,197,255,Expert
HarisTaletovic1,139,4174,Expert
BestCollegesCom,962,3773,Expert
lizannefalsetto,12349,952,Celebrity
RebeccaDohrman,2150,2197,Celebrity
fightin_2b_free,4,7,Layman
NCFDD,5031,3149,Celebrity
INSPI_ECUADOR,23959,14053,Celebrity
LiaisonEDU,730,2201,Expert
ncfierro,35,182,Layman
gberva1,920,1290,Expert
Jgerzy,142,1002,Expert
OlioCity,972,1345,Expert
Jake_Rosenberg_,193,37,Expert
jaroland74,2870,26238,Celebrity
anzhyou,0,0,Layman
sw_roadrunner,293,4009,Expert
RinaldoHuriptyo,2,1,Layman
STLPromiseZone,978,1794,Expert
mlacy2018,72,92,Layman
JTPeters_,71,159,Layman
julienreddick,39,15,Layman
uniqukcreations,1498,5289,Celebrity
olcan,692,872,Expert
jannae3,66,534,Layman
ianmarigi,40,6,Layman
lgoushey,543,1577,Expert
aidan_latham,22,111,Layman
SpringerSW,1165,1351,Celebrity
NeelimaShr,182,338,Expert
samvaladares,381,1394,Expert
BlueEyed_Viking,137,2080,Expert
jaybird6626,2,3,Layman
federdan,2,0,Layman
Caliber_ID,54,93,Layman
tifff16,129,1751,Expert
olivia_stan14,392,2785,Expert
R_MartindaleEsq,5573,8421,Celebrity
zalaly,805,1151,Expert
jose_ctj,295,544,Expert
cathat1031,24,795,Layman
PodestaVanesa,0,0,Layman
RadioDeeger,1555,522,Celebrity
dtls_studio,101,374,Expert
patterson3223,12,31,Layman
tbuett1226,15,146,Layman
giftededuc8or,1790,1869,Celebrity
fast03gtgirl,26,24,Layman
McdonoughJenny,118,969,Expert
smmichaels,41,48,Layman
dmchandler66,22,0,Layman
dnjgallery,762,1041,Expert
zoricaosborn,44,195,Layman
davidgbrauer,102,612,Expert
erjens,56,174,Layman
ellieglenn,365,1531,Expert
lmbuj,16,111,Layman
nmangnall,18,146,Layman
ajost,6314,33884,Celebrity
_daniellenapoli,236,6026,Expert
ryan1flory,76,402,Layman
Tomo23x,3,0,Layman
sallytorbs,74,31,Layman
eyeseeme,574,1598,Expert
aviehmils,12,209,Layman
kristamichelle9,44,386,Layman
marymac3333,50,2541,Layman
GiGi_Dragonfly,3,18,Layman
jtou812,290,367,Expert
blainedeutsch,764,6113,Expert
liz_bayer,37,169,Layman
MOCompetes,125,35,Expert
jdw2TX,301,995,Expert
FavorofGOD365,2417,92409,Celebrity
BrilliantClub,11731,14712,Celebrity
RISchools,3589,3044,Celebrity
MyChoiceSoft,1293,832,Celebrity
kjmchp,129,650,Expert
MadisonMutual,1010,4548,Celebrity
AlKombe,13,1,Layman
editorgirl_2001,146,1115,Expert
Faithnonomore,605,1820,Expert
amyyy_mora,97,457,Layman
jameemarie2,55,181,Layman
NoemiFu52217867,53,759,Layman
afrocentrex,354,4471,Expert
DianaCabral97,23,41,Layman
tenaholic1,10,1,Layman
pamela_kirkwood,51,52,Layman
Bob98Thebob,0,0,Layman
ReedKalash,96,1217,Layman
LisaM_Thompson,78,544,Layman
LidiaKeiser,841,1479,Expert
dchrulski,23,1,Layman
abo3oooooh,644,10014,Expert
carlwangyang,30,27,Layman
melindalove,239,3954,Expert
p08192017,18,10,Layman
caocaoxk,1,1,Layman
maxdimgba,28,37,Layman
biocomicals,1843,11093,Celebrity
ManGoesDistance,91,327,Layman
neimarshall,758,8719,Expert
Kartikc11,65,310,Layman
soarfdn,545,519,Expert
AccessLexInst,752,2192,Expert
RachelPenczy,760,1742,Expert
carlvlewis,2390,6450,Celebrity
ibatcpp,105,130,Expert
aaqrl_wustl,170,344,Expert
tomimlay,8,0,Layman
solderek,0,18,Layman
spencerwelsh,45,491,Layman
yeshayahumusic,335,5066,Expert
myLipids,40,4,Layman
MollyMetzger,623,409,Expert
ConcordanceAcad,317,529,Expert
CollegeChoice1,726,1461,Expert
PARTIQoL,63,44,Layman
TrevinoIU96,790,3613,Expert
piazzawestpine,49,27,Layman
HeYang3,3,0,Layman
DoriannaFZM,3,1,Layman
kmatt39,28,78,Layman
ltrenholm,85,180,Layman
asfandyarali432,19,81,Layman
harrrrrz,70,33,Layman
mawoodling,38,28,Layman
ScottGoldmanPGH,16,0,Layman
freemason2008rv,1000,2038,Celebrity
margaret_earle,682,9890,Expert
Suffolk_Law,3922,7969,Celebrity
jrenfro99,1909,10351,Celebrity
Alexmw_10,79,496,Layman
stlballer20,532,26654,Expert
SophiaEScott,25,46,Layman
BeccaChibnall,51,133,Layman
CarpeRibosomam,1028,304,Celebrity
carolpazos_,345,6688,Expert
WolfleyReed,166,2048,Expert
NoodlePros,4366,2366,Celebrity
MyPathUS,459,297,Expert
JFMcDermut,4,0,Layman
katherinekravit,40,12308,Layman
loritcoulter,288,5,Expert
NoWayOutSTL,258,524,Expert
kathrynbollich,434,102,Expert
Glory6_ROTM,41,71,Layman
EmilyNichols19,570,1738,Expert
harrydale741,128,231,Expert
hn_patel1,18,92,Layman
jeruff89,172,1618,Expert
DGitaka,192,201,Expert
yellowgiraffes,32,701,Layman
mingdalv,73,5,Layman
The_Dilionaire,186,4403,Expert
cgreenie70,2,34,Layman
renli33,16,0,Layman
BarretCallaghan,126,199,Expert
OptomecInc,881,1100,Expert
ComoCounselors,135,311,Expert
Indie_Bookfair,1466,1688,Celebrity
JimwadeGuan,19,106,Layman
AndyLewis97,279,1508,Expert
karlyerowles,86,654,Layman
BusyBea_Z513,70,601,Layman
erinabdalian,223,774,Expert
misfitsinlivery,15,186,Layman
BinayMonk,134,71,Expert
sullivanachondo,414,5585,Expert
nextepisode7771,22,362,Layman
superchef3000,586,3061,Expert
BiondoTheGreat,44,28,Layman
drba90,3,0,Layman
prettykathy143,201,15,Expert
ty_tuff,850,4114,Expert
glaposa,565,1791,Expert
mateo1007,36,0,Layman
Tr3vDog,8,4,Layman
BioRadEducation,7927,1222,Celebrity
ReneeCruea,250,359,Expert
UASDFCS,5323,22979,Celebrity
TeamMarketline,31,9,Layman
eteleeb,10,36,Layman
itsmeCRYSTALJ,4,26,Layman
HordCoplanMacht,3162,2580,Celebrity
KeeferKate,84,42,Layman
cfbailey79,10,5,Layman
MaHsa_SD,0,0,Layman
RYH4KMO,535,1008,Expert
LL28115,37,27,Layman
michelle_kim10,846,13863,Expert
clare_bogle,8,8,Layman
ACfromtheKC,250,461,Expert
LaPerlaStLouis,56,131,Layman
PhilipXphile,168,41,Expert
adarzabio,85,52,Layman
alanachaplin5,298,1625,Expert
IN_Oncology,316,401,Expert
emi_ann912,0,1,Layman
TWSaloon,1868,931,Celebrity
oneday_kc,526,451,Expert
jordiwilson12,190,874,Expert
StartUpsFood,48551,13906,Celebrity
FFSDSupeDavis,660,143,Expert
s_lowww,332,3684,Expert
eleanor44_,77,113,Layman
tonyakayrn,14,32,Layman
skyleri2,3,3,Layman
casirizky,49,734,Layman
e_controls_net,775,573,Expert
GeorgeBowles,13,10,Layman
shsstl,168,4978,Expert
shcook,18,123,Layman
anishkolan,9,54,Layman
mitra_mehrad,506,42,Expert
egferreira,639,5152,Expert
kevinjbaum,75,123,Layman
MO_Oncology,276,403,Expert
Justin_EAndrews,3605,36247,Celebrity
Jamie__Murray,119,1440,Expert
karmic123,5,16,Layman
LibbyMyersWard,65,2298,Layman
thebestVINEET,37,57,Layman
coppersludge,2,1876,Layman
mkknott,991,6729,Expert
dhegger,170,806,Expert
stlcardsfan82,16,46,Layman
mfmcohen,86,1220,Layman
CrownLinen,296,1124,Expert
Kgross99,57,21,Layman
angspenc,836,12496,Expert
sarahpourchot,36,61,Layman
luehmannl,4,1,Layman
magnoliaandtwig,5,7,Layman
rltech07,3688,41507,Celebrity
SusannaWillyums,29,46,Layman
jentyus,127,4062,Expert
WillBaizer,6562,20943,Celebrity
jzaraterod,1238,8729,Celebrity
jibjosh,146,1593,Expert
EmilyBartlettJD,107,1610,Expert
jennygivens34,139,3212,Expert
full_wombat,7,12,Layman
RicTampaBay,1085,3781,Celebrity
scottontvKSDK,11395,17900,Celebrity
ChroniclesOfChi,942,21060,Expert
JenJen112569,49,201,Layman
noraborastl,216,660,Expert
PatrickQuinn07,1171,21826,Celebrity
DanielleScruggs,1119,6982,Celebrity
giaco78,225,6869,Expert
terryrphmom,2,2,Layman
purplefizzgig,14,231,Layman
trackaway,31,193,Layman
Anycas,587,44744,Expert
JacqueWeppner,228,569,Expert
Margaretworking,579,31327,Expert
DawnHeimburger,85,2392,Layman
schaaffamily1,0,4,Layman
EbetheHolland,448,1606,Expert
KellyCannolis,262,5554,Expert
pannschel,0,0,Layman
_jasmineknowles,122,1147,Expert
Dana_Nigro,57,165,Layman
ShineSouthCity,732,16006,Expert
Gidget4u,1,0,Layman
LaVidaScholars,383,535,Expert
PartihardRaj,0,0,Layman
RapedEarth,760,2458,Expert
dwmarsh2,882,1297,Expert
RyWrites,85,396,Layman
8891ashton,146,18394,Expert
amcadoo,2166,6238,Celebrity
gavin_mcmanus,397,4232,Expert
BrisaMccormick,254,339,Expert
KongXiangchuan,3,1,Layman
TrevorBNicks,710,1612,Expert
CinSorgea,54,75,Layman
mayaangeloufilm,6926,538,Celebrity
andreatorazzi,170,112,Expert
mhbernard,977,2262,Expert
JulieLiesse,35,307,Layman
rharbison_,247,284,Expert
djenks5418,5,18,Layman
4EmploymentLaw,311,3490,Expert
rincon_mier,390,2281,Expert
TonyLee_16,100,428,Expert
itskatethegr8,369,5011,Expert
aidan_ec,393,14428,Expert
noahr1997,61,44,Layman
ASN_BBXR,64,124,Layman
cbstard,36,176,Layman
2474853364Shawn,3,8,Layman
P_DeepakIBDMD,514,932,Expert
dapangrulez,514,15534,Expert
d19449434,299,17,Expert
AnnPeiffer,21,1,Layman
jennycb44,5,0,Layman
mlehmann18,6,15,Layman
achatburn,2475,7105,Celebrity
CG_SportsCare,103,220,Expert
Rosygirl114,7,10,Layman
tjrogers88,4,8,Layman
ohhgenevieve,66,148,Layman
rcfstl,952,154,Expert
Tc_Stl,205,231,Expert
TheForo,352,1698,Expert
abhilashvalluri,379,493,Expert
T_TZHAO,1,0,Layman
CynthiaKHolland,116,1240,Expert
lisajobenson,121,1409,Expert
recruitrulez,12,0,Layman
andrewng_synbio,287,117,Expert
kneustadt,122,590,Expert
PBSteffen,29,100,Layman
fpse_safety,51,533,Layman
yaegerarch,433,212,Expert
slickrick2411,112,167,Expert
mnols22,106,77,Expert
The_City_League,133,173,Expert
RobertCapuano,37,1590,Layman
Rhonda26060664,1,1,Layman
Chi_SocialMedia,658,344,Expert
shoecrewwater,626,3227,Expert
AdemovicSead,1,2,Layman
EdUSACevaz,2121,3339,Celebrity
dfleurimond,276,1546,Expert
stlurbanstyle,251,21,Expert
fontbonneRHA,71,52,Layman
only2cents_left,25,87,Layman
Ahsanul09323209,10,2,Layman
Alexpsb5612,2,4,Layman
hakanerdamar,207,800,Expert
jihang0808,4,2,Layman
kthmoore,194,7152,Expert
_kwamesha,275,12883,Expert
NochillDiane,60,242,Layman
CIBR_News,2005,7765,Celebrity
B_Incisive,213,298,Expert
SussexUniSummer,99,579,Layman
HNIP,1702,1925,Celebrity
SomersetCareerl,123,143,Expert
MatthewGJ1,69,182,Layman
MinerPhDRecrtr,10,16,Layman
PKUYCA,1500,1023,Celebrity
connorraikar,78,57,Layman
JeniDoughan,137,70,Expert
andyflick,832,4758,Expert
atulbutte,21947,21083,Celebrity
bfgbota,3179,69671,Celebrity
mschooler29,15,6,Layman
JaveedAhwar,128,1621,Expert
DedicatedO,16,29,Layman
ChristaMc,154,53,Expert
_sakyi_nie,195,4804,Expert
anywayhasnotail,13,3,Layman
DariaBach6,16,0,Layman
GuyGenin,69,5,Layman
Runkdm,14,12,Layman
mdnaeembk,428,117,Expert
lgtennisstat,25,446,Layman
CarolineCreaby,3762,6324,Celebrity
holly_rav,120,171,Expert
feixie0831,6,5,Layman
KAMatmebro,627,17432,Expert
TenaciousDCL,49,1207,Layman
BickersMurray,163,1781,Expert
erinwileymcl,685,2441,Expert
OGoodsBYchaiwat,268,570,Expert
rahul010561,44,11,Layman
SarahSalky,389,579,Expert
kathalacker,107,887,Expert
clcstlouis,648,1628,Expert
kristina_sakers,348,413,Expert
jonahdebeir,66,622,Layman
anne_stengle,21,83,Layman
mcpikedrew,375,2526,Expert
LuannZastrow,6,0,Layman
HEROSfootwear,432,1095,Expert
HerbnlivingSTL,297,228,Expert
max_gruschka,276,329,Expert
Garoun2801,138,806,Expert
DrCooL100,41,3,Layman
medizintechnik_,1793,382,Celebrity
MegTaylor14,279,547,Expert
PatsBruins16,29,64,Layman
theonlyjace,30,2367,Layman
BabyGerdies,742,14551,Expert
iXOjersey,200,3,Expert
KickerRo,151,181,Expert
1putt1014,93,2219,Layman
LastDamnChimp,371,484,Expert
WakeDiv,1738,2380,Celebrity
AndrzejY,40,2826,Layman
SKappHastings,13,6,Layman
bader98119,0,0,Layman
ashprasad6,175,6103,Expert
Jj24241K,5,15,Layman
plsleet,416,6262,Expert
megatron_v,27,385,Layman
EzraPenland,82969,10896,Celebrity
nwitrado,243,605,Expert
BYURadio_Desk,48,0,Layman
Daniell00965327,3,25,Layman
eric_greenbaum,224,444,Expert
allison_alee,98,98,Layman
mertz_b,112,2233,Expert
RNSherpa,15,15,Layman
MarciniakDana,52,10,Layman
peppy_snowy,2,8,Layman
TheLifeActuary,716,1960,Expert
SWTB_STL,106,119,Expert
CasualtyActuary,847,2573,Expert
SagacityofSTL,20,0,Layman
AliAlirazzaq45,2,9,Layman
noahrobinson4u,114,251,Expert
danbentle,277,638,Expert
dmchristmas,358,274,Expert
joyceromine,106,78,Expert
tjscott214,215,101,Expert
shivanijindal98,196,586,Expert
JacobHample,13,0,Layman
TVerzi3,203,55,Expert
lucymaechil,487,1366,Expert
erichtttt,25,4,Layman
SethAdler,155,615,Expert
Charisseellyn,51,247,Layman
DrPatSportsBiz,2289,3038,Celebrity
irongirl003,2,7,Layman
doradorable1026,3,0,Layman
kmac0628,103,69,Expert
DEBU_DASH,206,1204,Expert
vincent_852,200,248,Expert
Hannahsk8_6,43,839,Layman
ARMasonSMU,141,153,Expert
lagrow_kathy,12,12,Layman
RobertoEG83,112,198,Expert
Liamazing42,152,59,Expert
r_robbins4,206,519,Expert
tmclish,13,10,Layman
BerylMpam0,140,28,Expert
jjcollegeadvice,68,793,Layman
PierrePayanFr,1710,27458,Celebrity
YoungOnePercent,2,4,Layman
kendra_lewis97,170,880,Expert
jme_reiner,71,121,Layman
JReinerMD,4791,8679,Celebrity
mcdonald_anu,28,7,Layman
LoyCollegeCnslr,330,432,Expert
PurtiPareek,197,295,Expert
MaturityMuse,410,6259,Expert
wren_jesse,336,222,Expert
Ekonosaurus,802,16554,Expert
momofsbgirls,328,1274,Expert
gpatience2,11,99,Layman
thomas_senneff,674,12537,Expert
Pamela35776972,5,8,Layman
selenemessenger,1,0,Layman
obdocnicole,20,210,Layman
kendalleasley,486,9217,Expert
apinz16,264,4358,Expert
erinyykimm,51,75,Layman
grace_tedder_,148,271,Expert
nataliaoledzka,57,211,Layman
KazukiKanehira,169,167,Expert
LHibschman,10,0,Layman
Thats_So_Rowan,169,946,Expert
2mikeweisman9,34,111,Layman
ALW2,398,2840,Expert
ZachTrunsky,41,59,Layman
aweins325,329,8502,Expert
lisamclish,137,686,Expert
Tink2x,2629,98716,Celebrity
TLynn620,127,488,Expert
noscals,1062,5345,Celebrity
VictoriaVerzi,279,4041,Expert
catherine_kuhnn,24,16,Layman
mtstewart3,127,230,Expert
vanhhh12,35,35,Layman
brdispatch,27936,42023,Celebrity
erembree,79,1,Layman
MemoryBrain_UW,796,1524,Expert
tpcweiquan,9,0,Layman
Lovenlight_Aiko,161,59,Expert
RLatsen,9,2,Layman
cobale02,0,0,Layman
benms2,110,1465,Expert
franklin_marlan,11,0,Layman
illumnify,101,20,Expert
YesToSLPS,314,138,Expert
sslavney,1,0,Layman
tacticalboards,513,319,Expert
caprinyc,32,1788,Layman
LatinVets,509,1050,Expert
ArchtopMT,1296,317,Celebrity
mel_lutz,270,2984,Expert
UMNME,1157,2718,Celebrity
SBPdiscovery,5911,4178,Celebrity
_yoonilee,226,2226,Expert
MateerS,848,600,Expert
MSU_MMG,1356,853,Celebrity
Study4u_eu,802,2346,Expert
DbaRaj,3,7,Layman
hkgirl_yuan,13,595,Layman
PeterJacobNJ,2011,1461,Celebrity
greatfsq,0,0,Layman
Knurdington,22,4,Layman
